userid,day,AppCategory_Audio apps,AppCategory_Game apps,AppCategory_Image apps,AppCategory_Maps apps,AppCategory_News apps,AppCategory_Productivity apps,AppCategory_Social apps,AppCategory_Undefined apps,AppCategory_Video apps,AppCategory_Screen on (day),AppCategory_Screen unlock (day),AppCategory_Used duration (day),AppCategory_Screen on (evening),AppCategory_Screen unlock (evening),AppCategory_Used duration (evening),AppCategory_Screen on (night) ,AppCategory_Screen unlock (night),AppCategory_Used duration (night),AppCategory_Used duration (total),AppCategory_Moved distance,AppCategory_Light
113,9,2216,1731,0,0,0,17763,23442,37026,4857,0,0,0,0,0,0,1,0,1415,1415,10,34.61040778
113,10,3901,81,0,106,0,23773,12609,25011,5182,9,4,2370,0,0,0,0,0,0,2370,1414,1177.916702
113,11,33,0,0,0,0,10595,17722,17390,19084,0,0,0,0,0,0,0,0,0,0,0,19.2010875
113,12,239,1374,0,0,0,11050,3014,10446,4662,0,0,0,0,0,0,0,0,0,0,0,0
113,13,6053,2714,1,0,0,6181,7938,27477,15556,0,0,0,0,0,0,0,0,0,0,13,198.5327117
113,14,3141,6825,0,0,0,10789,17308,24546,5392,0,0,0,28,19,12186,25,14,3532,15718,3837,1782.231591
117,1,5549,0,0,0,0,24719,33929,51932,0,16,12,3303,10,8,4138,0,0,0,7441,2512,1271.124724
117,2,4406,0,0,0,0,21562,32873,48854,3591,3,3,2292,25,23,9536,0,0,132,11960,0,508.3326314
117,3,1400,0,0,0,0,27603,20323,42113,0,40,31,9096,0,0,0,0,0,0,9096,34,1924.518998
117,4,8,0,0,0,0,10695,38641,45453,6321,56,41,8840,56,42,11168,31,18,3976,23984,418,2522.703401
117,5,4693,0,2,0,0,7665,17834,33406,0,48,29,8718,47,33,3911,0,0,0,12629,329,2852.672994
117,6,860,0,62,0,0,15505,19857,48066,0,59,51,10155,26,18,4257,26,21,5017,19429,80,3716.117454
117,7,43,0,0,0,0,11257,28809,57329,0,56,29,5823,12,12,3723,22,15,5215,14761,57,2100.987493
117,8,5354,0,0,0,0,8481,24477,68553,42,0,0,0,0,0,0,0,0,0,0,0,0
117,9,5022,0,0,67,0,32898,38233,55462,0,53,25,3730,29,25,7328,5,5,7500,18558,111,717.1195758
117,10,8616,0,0,0,0,27084,70339,78446,0,24,20,4362,4,4,5808,1,1,4372,14542,56,567.0835575
117,11,4038,0,0,0,0,21363,40916,31590,0,34,24,6091,0,0,0,0,0,0,6091,236,1451.232093
117,12,11896,11778,0,0,0,13598,53851,66622,0,13,11,4144,8,7,814,0,0,0,4958,0,1052.43133
117,13,215,872,0,0,0,18565,48793,73858,360,28,25,8963,0,0,0,0,0,0,8963,56,1616.192708
117,14,2034,0,0,0,0,18069,20800,45671,1614,37,22,6353,0,0,0,0,0,0,6353,0,1019.216453
118,1,105,0,0,0,0,14921,7121,22612,0,137,74,14535,0,0,0,3,2,3874,18409,14,4293.731856
118,2,199,0,36,0,0,26477,10034,27674,16,147,79,11062,47,32,8716,40,19,10823,30601,23,6048.280564
118,3,147,0,0,0,0,10469,16756,23213,0,148,85,8548,22,15,6516,35,18,4990,20054,27,4627.546708
118,4,0,0,0,0,0,22778,7649,26187,0,70,44,10254,36,27,13755,10,5,6575,30584,114,4070.57094
118,5,220,0,0,0,0,11501,11387,22263,0,121,85,10675,44,29,9786,38,18,7837,28298,60,6240.54913
118,6,318,0,0,0,0,18001,6425,20990,0,154,85,9243,38,29,8782,46,24,7109,25134,12,5510.11595
118,7,308,0,0,0,0,7228,8368,9057,32,116,72,8243,62,39,6540,44,22,1192,15975,90,6525.202941
118,8,589,0,0,0,0,10593,5844,6053,0,117,66,7125,53,36,2181,58,26,5555,14861,11,4825.555832
118,9,8,0,0,0,0,11981,6770,15475,152,107,54,12035,32,19,10581,14,7,8114,30730,81,7014.785541
118,10,0,0,0,0,0,15527,6314,37956,0,127,88,8463,55,36,12482,4,1,2616,23561,191,3742.990373
118,11,293,0,0,0,0,41488,11047,26628,2205,129,79,11827,54,36,13458,37,21,3139,28424,68,5297.821213
118,12,1,0,0,0,0,5317,9049,6711,0,62,45,4282,61,32,9272,13,6,4289,17843,91,3888.191172
118,13,173,0,0,0,0,5178,12861,12670,0,143,87,7792,45,33,11367,34,16,8206,27365,40,5491.087869
118,14,0,0,0,0,0,13800,15759,14109,0,126,79,9225,43,29,16429,6,3,2736,28390,306,5322.828689
121,1,253,0,0,280,0,952,10714,6903,6436,133,42,9150,77,57,14337,50,26,6658,30145,12,4627.389827
121,2,0,40,0,900,0,883,12706,9718,8879,17,1,2392,178,26,13620,31,19,17776,33788,53,357.3827044
121,3,101,3766,0,14,0,416,7847,11164,3296,0,0,0,4,2,3709,0,0,0,3709,25,8.026282778
121,4,196,0,0,1215,0,1289,11945,7221,9842,82,47,11506,45,35,17385,34,16,18296,47187,32,3035.196804
121,5,0,1,0,1227,0,609,8510,4256,4106,111,67,7360,16,8,256,0,0,0,7616,41,957.4794558
121,6,272,0,0,221,0,183,11816,5627,11100,116,56,6114,7,5,2962,0,0,0,9076,173,1815.128812
121,7,736,0,0,2092,0,3377,18291,13917,10041,22,8,631,57,22,10201,21,13,16068,26900,0,1739.384458
121,8,39,0,0,951,0,883,8753,9529,1419,124,42,9018,9,6,605,19,3,8201,17824,14,1571.902565
121,9,141,0,0,372,0,1465,13792,17560,6526,76,37,8621,11,7,1929,0,0,0,10550,38,2224.945201
121,10,109,0,0,568,0,1188,21193,8816,8401,100,47,8229,68,40,21085,10,5,4287,33601,0,3342.713822
121,11,93,0,0,862,0,248,5977,5379,6805,3,1,10,94,44,3263,26,15,7344,10617,77,780.5488494
121,12,15,0,614,941,0,2736,11657,11462,2712,125,67,9271,65,33,6188,27,15,7563,23022,85,1826.677349
121,13,193,0,0,449,0,1287,10529,9002,7090,125,54,12895,107,34,14192,13,6,7271,34358,0,2048.859929
121,14,939,0,0,1506,0,1494,12263,8153,5570,66,29,7794,108,66,10327,11,11,3979,22100,0,878.6031672
122,1,0,0,0,0,0,5236,6098,16063,0,61,58,10653,26,23,3499,16,14,2172,16324,1,1007.443991
122,2,0,0,0,0,0,1265,5083,10134,0,64,57,4632,26,23,2889,21,19,5118,12639,44,1308.981064
122,3,0,0,0,0,0,6111,3880,6319,0,47,44,5561,22,20,1250,10,9,2123,8934,0,1344.206832
122,4,0,0,62,0,0,6354,4140,11848,0,63,58,6024,17,15,5210,10,7,5976,17210,0,4133.185712
122,5,0,0,88,0,0,2235,5761,8376,0,56,48,7596,16,15,3191,11,11,4115,14902,0,9100.671231
122,6,0,0,32,0,0,5846,6658,19732,0,50,43,10815,31,27,8282,2,1,1402,20499,0,7255.696857
122,7,0,0,81,0,0,8262,7716,11890,368,79,73,11246,40,34,4149,17,13,2218,17613,194,1822.169088
122,8,0,0,0,0,0,15039,5514,14330,0,55,52,11376,30,23,5870,10,7,1468,18714,0,1651.67635
122,9,0,0,137,0,0,10005,8011,15563,0,78,74,8190,36,28,4282,17,15,1899,14371,485,2037.735369
122,10,0,0,0,0,0,1034,3318,30610,0,63,59,8814,22,19,1342,11,8,3322,13478,155,2420.336443
122,11,0,0,0,0,0,2604,6018,11191,0,46,42,6409,22,18,5883,6,5,4218,16510,0,974.1463189
122,12,0,0,0,0,0,4026,3589,17618,0,65,64,5860,23,19,2580,14,13,2313,10753,0,1116.318694
122,13,0,0,0,0,0,10083,11523,13325,0,61,53,8563,20,18,1274,11,10,3293,13130,86,841.8449633
122,14,0,0,25,0,0,5320,4073,4532,0,60,55,9162,34,26,1780,14,11,3391,14333,798,1241.834382
128,1,0,0,0,0,0,1810,4772,17551,0,29,15,7474,13,11,12405,15,5,7410,27289,0,0
128,2,0,0,0,0,0,2619,5077,21895,64,30,23,8779,3,1,5779,11,10,3483,18041,0,0
128,3,0,0,0,0,0,7836,114,8963,4673,14,7,2489,5,3,10194,2,0,4709,17392,0,0
128,4,0,0,0,0,0,17,155,6352,0,1,0,1553,0,0,0,1,0,5122,6675,0,0
128,5,0,0,0,0,0,5085,106,2405,0,27,24,7283,3,0,7523,11,6,7527,22333,0,0
128,6,0,0,0,3432,0,908,165,4551,4786,15,12,3474,1,0,1252,1,1,3331,8057,0,0
128,7,0,0,0,0,0,1153,660,5745,2,18,14,8809,0,0,0,9,2,1796,10605,0,0
128,8,0,0,0,0,0,92,0,2,0,1,0,2681,1,1,104,0,0,0,2785,0,0
128,9,0,0,0,0,0,3076,2081,3457,0,26,15,6700,2,2,474,2,1,3962,11136,0,0
128,10,0,0,0,445,0,10489,36,4509,0,4,3,6148,5,3,7186,2,1,5657,18991,0,0
128,11,0,0,0,14,0,104,62,2903,4806,6,3,6499,7,3,2188,0,0,3498,12185,0,0
128,12,0,0,0,0,0,7764,1817,11610,0,11,8,8182,2,1,4507,1,1,0,12689,0,0
128,13,0,0,0,0,0,2203,32,18181,3,24,17,8130,17,4,12711,5,2,1736,22577,0,0
128,14,0,0,0,0,0,778,51,4045,0,8,6,7252,6,1,2002,1,1,3315,12569,0,0
129,1,562,1070,0,1057,0,1790,2876,24989,6038,76,53,7499,106,92,5254,1,1,2174,14927,30617,4696.896269
129,2,387,4730,0,155,0,703,2999,23033,6213,73,47,13038,73,55,8857,9,5,2146,24041,27195,3341.374093
129,3,441,1721,0,396,0,1456,4940,24829,4004,89,65,8024,64,48,14808,1,1,3118,25950,17435,8923.989741
129,4,231,4349,0,0,0,1509,6766,17172,12734,46,32,6256,72,68,16081,3,3,3360,25697,14923,3696.692794
129,5,252,1474,0,1063,0,5013,3033,13758,5909,75,50,11298,122,94,6911,1,1,1381,19590,78774,3506.160712
129,6,58,4821,0,0,0,2613,5250,43006,17167,12,10,8779,29,15,5991,2,2,384,15154,7735,1082.810833
129,7,85,3603,0,0,0,442,1607,38027,16569,13,12,22000,14,12,9100,0,0,0,31100,858,2011.369793
129,8,338,3582,0,483,0,3949,3231,17534,6479,62,44,9640,80,52,2719,3,1,2526,14885,29587,4429.604688
129,9,520,7175,0,445,0,5817,2767,21072,9716,109,77,13246,77,59,8974,1,1,770,22990,21980,4300.501522
129,10,797,5101,0,110,0,2288,2307,21586,10506,47,35,10562,65,53,10674,0,0,0,21236,16120,3770.788213
129,11,319,2913,0,660,0,625,2010,17759,16524,68,55,7293,77,48,15872,4,1,3845,27010,27476,3489.612743
129,12,154,9383,0,406,0,6034,999,21208,12504,28,21,11278,84,47,6362,0,0,329,17969,9413,2604.400976
129,13,79,3125,0,0,0,469,3525,42942,11310,17,9,11065,2,2,3444,1,0,3544,18053,1008,1952.792409
129,14,66,1919,0,351,0,33,2581,22033,27742,20,16,10702,6,5,12489,0,0,0,23191,368,1058.462699
130,1,9,0,0,0,0,809,12986,20507,12163,5,5,2724,28,25,13139,15,7,6469,22332,62903,1728.187581
130,2,6,0,0,0,0,3324,11228,17560,5127,21,20,11190,6,6,318,0,0,0,11508,8656,2282.605556
130,3,505,0,0,0,0,811,13168,4321,13006,19,16,8491,8,8,2722,0,0,0,11213,36575,2100.207785
130,4,123,0,0,0,0,568,22658,20680,7155,4,4,2690,37,36,7438,0,0,0,10128,245379,1904.369487
130,5,2,0,0,0,0,169,12976,14411,4306,4,4,6597,19,17,4575,25,11,8101,19273,42591,2958.032717
130,6,28,0,0,0,0,304,14743,13993,2541,31,26,7229,8,6,5582,9,4,5221,18032,28750,3412.437866
130,7,0,0,0,0,0,109,8793,18118,1903,14,12,8491,16,15,7990,0,0,0,16481,329858,2126.592967
130,8,1,0,0,0,0,263,16679,20154,1959,13,10,6897,19,16,8790,0,0,3346,19033,202454,2056.258268
130,9,554,0,0,0,0,212,11048,20186,11150,32,21,11536,24,19,5883,19,3,3408,20827,78936,3433.131015
130,10,289,0,0,0,0,140,8377,15688,2208,29,22,8203,12,11,1058,0,0,0,9261,9820,2015.17487
130,11,0,0,0,0,0,173,7031,5595,2158,0,0,0,26,17,8631,22,14,6667,15298,28925,925.3809669
130,12,0,0,0,0,0,42,16853,12435,8876,52,5,9891,8,7,8388,14,0,1303,19582,87884,2305.604161
130,13,1,0,0,0,0,642,8048,7855,3109,20,15,6311,2,0,416,0,0,0,6727,6544,2219.295468
130,14,730,0,0,0,0,6951,13925,16016,7439,36,29,13477,6,4,3225,0,0,0,16702,90482,6804.319509
131,1,75,32324,0,174,0,9724,8242,21401,72,73,54,13660,1,0,4367,7,4,3143,21170,25288,3254.821864
131,2,597,33118,0,1625,0,7053,6452,11420,529,16,16,9084,15,11,10153,7,7,2253,21490,49562,2341.253113
131,3,3021,27513,0,1601,0,7080,13465,14950,9090,4,4,8471,100,65,9973,1,1,2450,20894,35553,1675.039915
131,4,917,28479,0,9628,0,640,3317,15729,4162,47,39,13383,28,21,9475,23,11,6860,29718,204042,5001.126383
131,5,493,22528,0,12320,0,2816,8383,15541,3000,119,75,12473,23,21,9149,7,6,7381,29003,298321,4807.843932
131,6,14,43657,0,3747,0,6590,5143,26338,2832,32,24,16736,14,10,8434,1,1,2720,27890,157703,4095.282058
131,7,0,34700,0,0,0,3252,9678,10710,843,24,20,9074,2,2,732,4,3,2878,12684,24085,4498.356638
131,8,50,39946,0,0,0,129,10045,10244,2027,10,10,11453,29,25,8907,8,6,4868,25228,29980,4526.448722
131,9,0,41508,0,940,0,6937,7934,11123,3242,34,27,5393,2,2,5882,0,0,0,11275,47638,5723.613858
131,10,8,36060,0,1915,0,1101,15108,13166,4566,10,7,5979,5,5,5018,4,1,389,11386,61910,1636.434276
131,11,0,43774,0,34,0,1697,15788,20122,6880,21,19,16783,1,1,1494,17,14,6317,24594,15713,2700.477709
131,12,2440,24082,0,0,0,1947,2790,6650,3846,12,11,4581,13,12,5785,9,7,5190,15556,15129,5104.630284
131,13,96,30455,0,0,0,6800,5980,12286,1084,5,5,6098,3,3,5185,12,10,8323,19606,17804,4830.49758
131,14,470,19787,0,248,0,18920,7007,24193,7736,18,15,10804,24,19,14364,0,0,3510,28678,18240,2869.249973
133,1,604,0,0,0,0,430,13753,12140,13856,43,22,12345,70,42,9653,0,0,0,21998,47537,5369.507911
133,2,634,0,0,0,0,838,7847,9491,15590,178,77,9711,21,17,14091,29,14,6245,30047,68325,4730.614585
133,3,0,0,0,0,0,1181,20307,7837,3781,40,25,2574,33,18,11326,4,1,5889,19789,54261,2164.810238
133,4,2,0,0,255,0,880,10663,12339,12286,57,36,8695,96,49,12690,3,2,5376,26761,54023,116978.5615
133,5,461,0,0,0,0,272,12254,14685,3477,91,50,9902,79,46,8374,6,4,1719,19995,82362,7190.975438
133,6,774,0,0,0,0,541,4895,5351,14422,35,21,8331,35,19,6424,7,3,6741,21496,55453,2713.65685
133,7,171,0,0,0,0,617,15279,5243,11109,45,32,8621,55,30,5702,33,24,5172,19495,63051,2578.324389
133,8,751,0,0,0,0,76,12747,11299,9583,40,24,9702,49,35,12074,15,9,2603,24379,108468,2283.369434
133,9,212,0,0,0,0,765,11365,7899,15603,34,22,12284,34,26,8370,15,9,8361,29015,106075,2594.952769
133,10,695,0,0,0,0,389,7544,6623,13707,105,56,8518,127,55,8906,1,1,2302,19726,96504,5258.708086
133,11,451,0,0,0,0,1315,10499,3109,5352,64,32,11690,90,58,4985,34,18,5581,22256,29005,13078.32674
133,12,680,0,0,2872,0,3284,12790,24152,8824,90,50,12262,6,4,92,120,64,24600,36954,36804,23027.57297
133,13,34,0,0,200,0,2438,8650,8244,26624,4,4,8098,166,98,14486,8,2,406,22990,128146,2636.498778
133,14,10,0,0,1334,0,792,8596,9092,24028,14,12,5810,136,44,14056,2,2,2108,21974,83018,520.8842783
134,1,2095,0,0,3762,0,32368,54224,124484,14625,90,56,9461,65,47,12386,4,3,3484,25331,4631,1471.738348
134,2,162,0,0,5559,0,26721,43766,68072,4640,88,57,7168,74,50,7396,6,5,5984,20548,4935,2226.241225
134,3,173,0,0,6740,0,8612,35244,45864,7608,85,50,8634,69,43,8521,5,3,1316,18471,49849,1824.991425
134,4,985,0,0,1821,0,17418,39439,42304,7528,59,33,8713,50,29,3834,37,16,2386,14933,2335,1595.737943
134,5,4254,0,0,5759,0,32388,28341,49199,10156,114,87,8567,72,50,6438,31,19,5441,20446,46099,3333.148124
134,6,129,0,0,6284,0,26607,55288,61147,13117,128,65,14004,77,33,4234,10,8,1062,19300,0,2148.612426
134,7,8602,0,0,9712,0,21051,61876,67107,17865,88,61,14971,130,64,11423,0,0,0,26394,27408,3649.572099
134,8,6999,0,0,13184,0,39712,47918,64349,12443,104,63,12904,60,31,19351,22,15,1650,33905,36657,3086.591577
134,9,787,0,0,12755,0,27984,55703,65024,3753,172,123,9782,79,48,4768,12,12,1277,15827,50529,3246.274703
134,10,8,0,0,9660,0,29717,38347,72604,9205,49,31,10432,97,58,5868,0,0,0,16300,65115,7354.620023
134,11,10259,0,0,22411,0,26113,39559,37436,4262,121,60,11127,97,38,10944,0,0,0,22071,167160,5320.735211
134,12,2905,0,0,8700,0,10909,39572,29183,0,68,30,11073,60,28,5816,3,3,2696,19585,84372,4262.097617
134,13,821,0,0,15724,0,32394,35463,70970,12971,53,38,10764,84,39,7276,0,0,0,18040,64271,1526.661242
134,14,5940,0,0,11048,0,58088,47257,88259,6623,69,45,11299,56,37,6425,0,0,0,17724,82244,1109.298493
135,1,0,0,0,13383,0,3955,18578,62100,15367,43,26,5263,19,13,6673,1,1,831,12767,374,10242.91748
135,2,0,0,0,856,0,4779,32264,37977,7552,69,26,10048,51,31,14658,12,11,8836,33542,79,10017.30034
135,3,6555,0,0,735,0,1009,17265,58425,14182,39,19,16082,53,34,9653,6,4,10138,35873,290,2431.37895
135,4,0,0,0,4061,0,4916,13583,21967,9175,34,17,5463,34,24,10020,2,1,6301,21784,57,2057.988263
135,5,0,0,0,944,0,541,14703,31263,3202,57,28,12739,0,0,0,3,2,5309,18048,37,3287.293571
135,6,0,0,0,2303,0,738,14155,49512,20480,34,17,10606,20,12,6473,4,1,4594,21673,41,2956.742281
135,7,0,0,0,947,89,185,15713,14549,5839,20,15,11649,32,18,13954,8,3,5501,31104,95,1455.617663
135,8,0,0,0,8223,2,1415,15998,39099,7900,31,22,12349,41,27,5907,12,5,11814,30070,10,3172.591922
135,9,0,0,0,4485,19,19627,26001,33165,3590,33,22,13042,49,28,16638,15,9,6083,35763,43,4318.399943
135,10,0,0,0,6889,69,2285,7884,32093,9144,15,10,4086,35,28,13315,7,3,875,18276,266,2405.264898
135,11,0,0,0,631,6269,1467,7800,18785,16609,17,11,6660,36,21,14500,8,1,6050,27210,348,1074.557751
135,12,0,0,0,1683,1548,602,23790,11275,2706,24,16,7214,39,20,14761,10,6,7811,29786,0,2932.912404
135,13,0,0,0,6021,18,2221,14904,44736,20534,20,16,12594,33,23,9993,22,11,8434,31021,72,4630.046221
135,14,0,0,0,2876,8,189,20619,28845,5973,24,11,9954,39,31,12970,4,2,11888,34812,27,9022.821003
136,1,764,0,0,16481,0,8243,27441,34695,8082,0,0,0,0,0,0,0,0,0,0,0,0
136,2,0,0,0,0,0,2562,9515,13230,3120,0,0,0,0,0,0,0,0,0,0,0,0
136,3,2219,0,0,4286,0,7088,23481,28156,8759,11,8,5046,0,0,0,0,0,0,5046,303,1046.204607
136,4,4251,0,0,4725,0,14889,26253,57690,6225,75,58,7752,38,26,6470,4,1,8843,23065,16852,5416.325409
136,5,44,0,0,499,0,16061,9639,59049,7557,73,61,6299,34,17,7422,11,8,1900,15621,28875,5731.558306
136,6,0,0,0,0,0,22455,19806,52120,3609,58,42,6388,68,48,12472,3,0,3457,22317,14627,7747.366981
136,7,91,0,0,3442,0,21177,19653,39679,4457,31,19,9524,76,47,16304,1,0,0,25828,20996,2676.460873
136,8,9,0,0,0,0,11292,10505,37216,9656,21,15,11868,43,28,9913,2,1,4761,26542,31388,2231.076432
136,9,24,0,0,39,0,14057,10183,41957,8495,32,23,6097,32,27,11784,2,0,5397,23278,18945,7134.541762
136,10,75,0,0,0,0,34342,21012,53608,5018,90,67,8239,58,50,9647,0,0,0,17886,16773,7049.844664
136,11,4540,0,0,0,0,38717,26256,62579,7008,54,43,14541,61,46,10352,2,1,5959,30852,10644,11955.01548
136,12,72,0,0,126,0,11879,18014,39875,7648,101,66,14247,34,17,12797,4,2,3443,30487,20688,7496.293172
136,13,70,0,0,2536,0,26687,20110,51665,7078,56,37,14279,46,34,10579,8,4,650,25508,16490,4252.368243
136,14,117,0,0,4445,0,18327,15345,46664,7916,89,63,8898,44,34,13176,4,2,3133,25207,33197,6963.017404
137,1,0,9038,0,7210,0,10408,10485,16342,799,79,42,10774,35,31,9181,11,9,4308,24263,108488,4387.781814
137,2,6,3876,0,3089,0,20930,11610,19776,3505,101,77,11285,44,42,12063,9,6,4522,27870,52553,4019.757892
137,3,47,4053,0,4294,0,16142,14903,13261,3619,136,102,9512,26,23,6822,10,2,823,17157,71318,5547.294155
137,4,18,4304,0,6140,0,16524,12561,14165,9504,80,68,13030,14,11,9295,12,10,3719,26044,80615,3567.333311
137,5,1,4537,0,838,0,7968,9773,5452,11633,69,50,8979,37,31,8846,2,2,1555,19380,29965,3557.821717
137,6,0,7590,0,1626,0,6429,11836,8729,9486,54,43,13027,52,40,8097,3,1,3219,24343,26345,927.3836069
137,7,0,13802,0,6176,0,6140,17263,7214,11073,53,43,17796,27,25,14326,0,0,0,32122,42023,1853.947209
137,8,3134,3168,0,3238,0,29267,6146,10900,4742,108,93,12649,32,27,7439,2,2,3236,23324,82508,4173.555602
137,9,0,4124,0,3893,0,31920,15969,9519,2003,119,97,11044,95,81,14197,8,7,818,26059,110617,5241.547864
137,10,16,2673,0,3616,0,24761,16979,11775,3247,115,85,12464,38,32,9575,15,13,2152,24191,59855,2466.838379
137,11,2295,2711,0,5269,0,16294,8885,7425,5450,76,61,12899,47,35,10634,9,6,14792,38325,70702,2559.31299
137,12,3756,6480,0,7772,0,17235,18664,8671,7048,93,79,13632,57,50,11338,0,0,0,24970,81427,2345.906
137,13,102,7742,0,748,0,2293,11054,17017,1202,111,86,6558,97,49,4698,0,0,0,11256,21368,1791.004639
137,14,3063,7714,0,10418,0,6668,14831,13838,2447,0,0,0,13,13,5897,12,4,13162,19059,85,140.2411372
138,1,0,14852,0,592,0,37958,73677,76176,0,254,147,70569,0,0,0,36,18,7118,77687,28496,13685.40549
138,2,0,222,0,1784,0,3314,27034,43384,0,52,20,15730,104,74,22940,0,0,4862,43532,52150,6520.154286
138,3,0,0,0,3423,0,9922,15870,52239,12462,118,54,28014,30,3,3735,0,0,0,31749,133022,5699.061597
138,4,0,0,0,1162,0,44534,282541,490157,0,2808,2149,576841,320,64,37002,794,399,219527,833370,467794,263375.3631
138,5,0,0,0,136,0,20464,75128,144936,0,10545,6310,980256,10079,3564,1119225,606,485,604250,2703731,5149026,570566.5371
138,6,0,72468,0,22134,0,163216,249137,600453,83133,8280,4560,939480,14040,6240,912240,2040,960,661680,2513400,21387360,805453.3312
138,7,0,134596,0,27,0,231385,304396,512736,0,1190,476,36176,2261,1190,630581,1785,595,585242,1251999,507178,102188.0802
138,8,0,0,0,988,0,314364,274370,914662,91044,9050,5218,613986,10338,4390,717966,1265,806,560672,1892624,3881775,349642.7298
138,9,0,0,0,40331,0,159627,393497,1093924,0,13596,6730,847277,3259,1196,530520,1273,636,640126,2017923,33864179,401265.2655
138,10,0,36080,0,116803,0,396436,201658,1400967,532700,8622,4522,529027,6890,3604,1120632,315,105,285390,1935049,7866643,425465.2087
138,11,0,0,0,61331,0,498320,120426,1235693,531378,3959,1870,645978,4507,3078,428709,202,101,519645,1594332,10559284,228386.181
138,12,0,0,0,2509,0,35360,60060,273065,88660,1196,851,253230,575,437,214705,138,46,186553,654488,230368,90918.56595
138,13,0,0,0,1625,0,119227,162393,319457,9724,1449,598,285890,1150,552,164243,46,23,147982,598115,464140,88745.41873
138,14,0,0,0,6050,0,182534,138226,278124,101134,851,483,232001,253,92,7383,0,0,0,239384,111044,87805.86282
139,1,0,0,0,750,0,4631,4929,30687,1716,167,69,18358,46,19,14765,0,0,0,33123,21958,7012.490086
139,2,191,0,0,1826,0,5449,3354,27583,1486,0,0,2714,0,0,0,0,0,0,2714,4700,452.3253989
139,3,0,0,0,188,0,4620,1889,25779,4238,0,0,0,0,0,0,0,0,0,0,168,338.4977072
139,4,0,0,0,0,0,3644,293,11264,10881,0,0,0,0,0,0,0,0,0,0,0,664.1877203
139,5,0,0,0,200,0,1976,4184,16088,6547,0,0,0,0,0,0,0,0,0,0,0,0
139,6,0,0,0,324,0,2418,1567,29862,3454,2,1,1176,0,0,0,0,0,0,1176,0,192.2455219
139,7,0,0,0,282,0,3840,1702,19007,6880,0,0,0,0,0,0,0,0,0,0,0,70.32656361
139,8,0,0,0,77,0,3749,2128,25810,122,0,0,0,0,0,0,0,0,0,0,10,60.35742639
139,9,0,0,0,425,0,2102,775,18668,224,0,0,0,0,0,0,0,0,0,0,0,0
139,10,0,0,54,0,0,1404,2274,21104,0,0,0,2680,0,0,0,0,0,0,2680,87,166.1200264
139,11,0,0,0,747,0,1485,1216,15208,2322,0,0,0,0,0,0,0,0,0,0,0,0
139,12,0,0,0,196,0,2967,1297,19091,3879,18,5,8805,39,23,11869,21,7,6735,27409,14007,1309.617941
139,13,0,0,0,340,0,3056,1554,24974,2853,104,44,15893,0,0,0,14,1,2955,18848,9050,5026.243317
139,14,0,0,0,161,0,5982,3242,32257,4884,49,19,11589,23,12,14698,4,2,1833,28120,53939,2482.958461
142,1,2335,0,0,76,0,12902,61094,26745,31845,45,40,11351,11,10,5908,5,5,7755,25014,31329,1602.854664
142,2,16,0,0,6057,0,4754,45047,32961,15344,59,31,11824,24,19,8963,26,23,8545,29332,21578,3562.041351
142,3,1034,0,16,6307,0,100,61542,43146,17538,41,27,6406,41,26,11018,25,20,11971,29395,28896,5450.261569
142,4,3729,0,0,0,0,435,28300,30634,6979,69,47,4131,48,38,7401,38,23,10030,21562,34687,3142.02258
142,5,1161,0,0,72,0,4868,44822,40040,10048,31,17,5318,16,15,10630,2,1,349,16297,9499,3233.462355
142,6,3725,0,0,3216,0,3698,37110,31338,10676,65,41,7106,51,30,14597,0,0,0,21703,19415,3611.88041
142,7,0,0,0,8497,0,4494,60308,20210,17974,31,30,14935,5,4,5251,0,0,0,20186,3885,932.3106356
142,8,5336,0,0,4501,0,1048,46459,31217,22291,7,5,5467,12,10,12121,1,0,2686,20274,22680,289.6434564
142,9,512,0,0,158,0,16861,50955,22329,4355,131,106,9856,49,34,9047,9,8,3063,21966,41113,5001.267328
142,10,4637,0,0,2815,0,848,36276,21180,10455,36,29,2206,73,45,7267,0,0,0,9473,7803,1248.80185
142,11,2339,0,0,3666,0,4854,41386,25386,11647,18,12,8338,26,21,9786,0,0,0,18124,14958,1191.854012
142,12,2211,0,0,1595,0,4540,51447,20428,11804,48,27,5392,2,2,2258,7,1,1659,9309,6496,1776.088415
142,13,741,0,0,1275,0,0,35705,25506,11671,42,33,5777,0,0,0,0,0,0,5777,17616,2477.078747
142,14,2490,0,0,2963,0,3147,58096,33194,12729,20,14,12145,54,45,14763,7,4,7473,34381,31714,890.9535986
149,1,12,0,0,90,0,30668,63670,94587,229464,152,92,17006,447,425,65524,18,8,15380,97910,57824,249671.8138
149,2,0,0,0,0,0,51421,219361,762116,1889412,0,0,0,2380,1120,144900,0,0,0,144900,1307180,32394.74968
149,3,0,0,0,4675,0,0,3859,8721,96475,6165,4110,828987,1523,969,592495,3455,1793,1157823,2579305,6757616,739251.2969
149,4,0,0,0,0,0,79239,47314,183322,170488,9574,5333,761318,2448,1224,405960,1370,685,550466,1717744,4181461,443449.6875
149,5,33,0,0,5150,0,69254,155577,320032,320635,4066,2847,762342,5525,2294,428241,1620,1215,658125,1848708,4925693,410863.7525
149,6,364,0,0,2350,0,29108,69025,61435,530807,1939,1471,890334,5788,3471,870548,1780,1170,155700,1916582,5441162,297439.6327
